condition,sub_cond,source,item,n_input,n_continuations,n_tests,input_1,input_2,input_3,input_4,context_prompt,continuation_1,continuation_2,continuation_3,continuation_4,test_1,test_2,test_3,test_4
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,16,2,2,2,"Eric will ask Rebecca what Peter thinks, but Rebecca doesn't know that.","Eric will ask Rebecca what Peter thinks, but that's something Rebecca doesn't know.",N/A,N/A,,Rebecca doesn't know about Eric asking a question.,Rebecca doesn't know what Peter thinks.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,17,2,2,2,"Lauren will ask Matthew whether Sophie canceled the appointment, but Matthew doesn't know that.","Lauren will ask Matthew whether Sophie canceled the appointment, but that's something Matthew doesn't know.",N/A,N/A,,Matthew doesn't know about Lauren asking a question.,Matthew doesn't know whether Sophie canceled the appointment.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,18,2,2,2,"Tyler will ask Melissa what Jake chose, but Melissa doesn't know that.","Tyler will ask Melissa what Jake chose, but that's something Melissa doesn't know.",N/A,N/A,,Melissa doesn't know about Tyler asking a question.,Melissa doesn't know what Jake chose.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,19,2,2,2,"Chloe will ask Jacob whether Anna found the document, but Jacob doesn't know that.","Chloe will ask Jacob whether Anna found the document, but that's something Jacob doesn't know.",N/A,N/A,,Jacob doesn't know about Chloe asking a question.,Jacob doesn't know whether Anna found the document.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,20,2,2,2,"Austin will ask Natalie what Owen replied, but Natalie doesn't know that.","Austin will ask Natalie what Owen replied, but that's something Natalie doesn't know.",N/A,N/A,,Natalie doesn't know about Austin asking a question.,Natalie doesn't know what Owen replied.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,21,2,2,2,"Madison will ask Connor whether Zoe finished the report, but Connor doesn't know that.","Madison will ask Connor whether Zoe finished the report, but that's something Connor doesn't know.",N/A,N/A,,Connor doesn't know about Madison asking a question.,Connor doesn't know whether Zoe finished the report.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,22,2,2,2,"Jordan will ask Alexis what Riley discovered, but Alexis doesn't know that.","Jordan will ask Alexis what Riley discovered, but that's something Alexis doesn't know.",N/A,N/A,,Alexis doesn't know about Jordan asking a question.,Alexis doesn't know what Riley discovered.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,23,2,2,2,"Ethan will ask Abigail whether Dylan arrived on time, but Abigail doesn't know that.","Ethan will ask Abigail whether Dylan arrived on time, but that's something Abigail doesn't know.",N/A,N/A,,Abigail doesn't know about Ethan asking a question.,Abigail doesn't know whether Dylan arrived on time.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,24,2,2,2,"Zoe will ask Cameron what Morgan requested, but Cameron doesn't know that.","Zoe will ask Cameron what Morgan requested, but that's something Cameron doesn't know.",N/A,N/A,,Cameron doesn't know about Zoe asking a question.,Cameron doesn't know what Morgan requested.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,25,2,2,2,"Quinn will ask Parker whether Sage approved the budget, but Parker doesn't know that.","Quinn will ask Parker whether Sage approved the budget, but that's something Parker doesn't know.",N/A,N/A,,Parker doesn't know about Quinn asking a question.,Parker doesn't know whether Sage approved the budget.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,26,2,2,2,"Olivia will ask Ryan what Taylor answered, but Ryan doesn't know that.","Olivia will ask Ryan what Taylor answered, but that's something Ryan doesn't know.",N/A,N/A,,Ryan doesn't know about Olivia asking a question.,Ryan doesn't know what Taylor answered.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,27,2,2,2,"Lucas will ask Sophia whether Noah confirmed attendance, but Sophia doesn't know that.","Lucas will ask Sophia whether Noah confirmed attendance, but that's something Sophia doesn't know.",N/A,N/A,,Sophia doesn't know about Lucas asking a question.,Sophia doesn't know whether Noah confirmed attendance.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,28,2,2,2,"Aria will ask Julian what Mia concluded, but Julian doesn't know that.","Aria will ask Julian what Mia concluded, but that's something Julian doesn't know.",N/A,N/A,,Julian doesn't know about Aria asking a question.,Julian doesn't know what Mia concluded.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,29,2,2,2,"Penelope will ask Sebastian whether Scarlett accepted the offer, but Sebastian doesn't know that.","Penelope will ask Sebastian whether Scarlett accepted the offer, but that's something Sebastian doesn't know.",N/A,N/A,,Sebastian doesn't know about Penelope asking a question.,Sebastian doesn't know whether Scarlett accepted the offer.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,30,2,2,2,"Lily will ask Owen what Hazel mentioned, but Owen doesn't know that.","Lily will ask Owen what Hazel mentioned, but that's something Owen doesn't know.",N/A,N/A,,Owen doesn't know about Lily asking a question.,Owen doesn't know what Hazel mentioned.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,31,2,2,2,"Wyatt will ask Nora whether Caleb signed the contract, but Nora doesn't know that.","Wyatt will ask Nora whether Caleb signed the contract, but that's something Nora doesn't know.",N/A,N/A,,Nora doesn't know about Wyatt asking a question.,Nora doesn't know whether Caleb signed the contract.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,32,2,2,2,"Isaac will ask Violet what Max explained, but Violet doesn't know that.","Isaac will ask Violet what Max explained, but that's something Violet doesn't know.",N/A,N/A,,Violet doesn't know about Isaac asking a question.,Violet doesn't know what Max explained.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,33,2,2,2,"Stella will ask Felix whether Ruby responded positively, but Felix doesn't know that.","Stella will ask Felix whether Ruby responded positively, but that's something Felix doesn't know.",N/A,N/A,,Felix doesn't know about Stella asking a question.,Felix doesn't know whether Ruby responded positively.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,34,2,2,2,"Autumn will ask Jasper what Luna reported, but Jasper doesn't know that.","Autumn will ask Jasper what Luna reported, but that's something Jasper doesn't know.",N/A,N/A,,Jasper doesn't know about Autumn asking a question.,Jasper doesn't know what Luna reported.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,35,2,2,2,"Maverick will ask Sienna whether Rowan quit the job, but Sienna doesn't know that.","Maverick will ask Sienna whether Rowan quit the job, but that's something Sienna doesn't know.",N/A,N/A,,Sienna doesn't know about Maverick asking a question.,Sienna doesn't know whether Rowan quit the job.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,36,2,2,2,"Phoenix will ask Sage what River wrote, but Sage doesn't know that.","Phoenix will ask Sage what River wrote, but that's something Sage doesn't know.",N/A,N/A,,Sage doesn't know about Phoenix asking a question.,Sage doesn't know what River wrote.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,37,2,2,2,"Quinn will ask Kai whether Morgan scheduled the interview, but Kai doesn't know that.","Quinn will ask Kai whether Morgan scheduled the interview, but that's something Kai doesn't know.",N/A,N/A,,Kai doesn't know about Quinn asking a question.,Kai doesn't know whether Morgan scheduled the interview.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,38,2,2,2,"Blair will ask Reese what Avery predicted, but Reese doesn't know that.","Blair will ask Reese what Avery predicted, but that's something Reese doesn't know.",N/A,N/A,,Reese doesn't know about Blair asking a question.,Reese doesn't know what Avery predicted.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,39,2,2,2,"Dakota will ask Skylar whether Cameron finished early, but Skylar doesn't know that.","Dakota will ask Skylar whether Cameron finished early, but that's something Skylar doesn't know.",N/A,N/A,,Skylar doesn't know about Dakota asking a question.,Skylar doesn't know whether Cameron finished early.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,40,2,2,2,"Drew will ask Taylor what Harper designed, but Taylor doesn't know that.","Drew will ask Taylor what Harper designed, but that's something Taylor doesn't know.",N/A,N/A,,Taylor doesn't know about Drew asking a question.,Taylor doesn't know what Harper designed.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,41,2,2,2,"Emerson will ask Riley whether Parker graduated, but Riley doesn't know that.","Emerson will ask Riley whether Parker graduated, but that's something Riley doesn't know.",N/A,N/A,,Riley doesn't know about Emerson asking a question.,Riley doesn't know whether Parker graduated.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,42,2,2,2,"Finley will ask Indigo what Marlowe purchased, but Indigo doesn't know that.","Finley will ask Indigo what Marlowe purchased, but that's something Indigo doesn't know.",N/A,N/A,,Indigo doesn't know about Finley asking a question.,Indigo doesn't know what Marlowe purchased.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,43,2,2,2,"Wren will ask Sage whether Rory won the prize, but Sage doesn't know that.","Wren will ask Sage whether Rory won the prize, but that's something Sage doesn't know.",N/A,N/A,,Sage doesn't know about Wren asking a question.,Sage doesn't know whether Rory won the prize.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,44,2,2,2,"Adrian will ask Skyler what Jules revealed, but Skyler doesn't know that.","Adrian will ask Skyler what Jules revealed, but that's something Skyler doesn't know.",N/A,N/A,,Skyler doesn't know about Adrian asking a question.,Skyler doesn't know what Jules revealed.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,45,2,2,2,"Blake will ask Morgan whether Casey solved the problem, but Morgan doesn't know that.","Blake will ask Morgan whether Casey solved the problem, but that's something Morgan doesn't know.",N/A,N/A,,Morgan doesn't know about Blake asking a question.,Morgan doesn't know whether Casey solved the problem.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,46,2,2,2,"Ash will ask Jordan what Devon prepared, but Jordan doesn't know that.","Ash will ask Jordan what Devon prepared, but that's something Jordan doesn't know.",N/A,N/A,,Jordan doesn't know about Ash asking a question.,Jordan doesn't know what Devon prepared.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,47,2,2,2,"Ellis will ask Lennon whether Sloane applied for funding, but Lennon doesn't know that.","Ellis will ask Lennon whether Sloane applied for funding, but that's something Lennon doesn't know.",N/A,N/A,,Lennon doesn't know about Ellis asking a question.,Lennon doesn't know whether Sloane applied for funding.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,48,2,2,2,"Rowan will ask Avery what Peyton suggested yesterday, but Avery doesn't know that.","Rowan will ask Avery what Peyton suggested yesterday, but that's something Avery doesn't know.",N/A,N/A,,Avery doesn't know about Rowan asking a question.,Avery doesn't know what Peyton suggested yesterday.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,49,2,2,2,"Sutton will ask Quinn whether Charlie revised the manuscript, but Quinn doesn't know that.","Sutton will ask Quinn whether Charlie revised the manuscript, but that's something Quinn doesn't know.",N/A,N/A,,Quinn doesn't know about Sutton asking a question.,Quinn doesn't know whether Charlie revised the manuscript.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,50,2,2,2,"Marlowe will ask Casey what Robin thought about it, but Casey doesn't know that.","Marlowe will ask Casey what Robin thought about it, but that's something Casey doesn't know.",N/A,N/A,,Casey doesn't know about Marlowe asking a question.,Casey doesn't know what Robin thought about it.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
split_reference,split-ref_ditrans_to,AnaGym Team,1,3,1,3,Alex introduced Bo to Charlie. They share a love of hockey.,Bo introduced Alex to Charlie. They share a love of hockey.,Alex is friends with Bo. They share a love of hockey.,NA,The one who doesn't like hockey is ...,"Alex doesn’t like hockey, though.",NA,NA,NA,1|1>1|2,1|2>1|3,1|1>1|3,NA
split_reference,split-ref_percep_with,AnaGym Team,2,3,1,3,Trudy saw Meredith with Julie at the park. They were both eating ice cream.,Meredith saw Julie with Trudy at the park. They were both eating ice cream.,Trudy saw Meredith at the park. They were both eating ice cream.,NA,The one who wasn’t eating ice cream is …,"Trudy doesn't eat ice cream, though.",NA,NA,NA,1|1>1|2,1|2>1|3,1|1>1|3,NA
split_reference,split-ref_joint_and,AnaGym Team,3,3,1,3,Josie had lunch with Ali and Sam. They both ordered a salad.,Ali had lunch with Sam and Josie. They both ordered a salad.,Josie had lunch with Ali. They both ordered a salad.,NA,The one who didn’t order salad is …,"Josie didn't order a salad, though.",NA,NA,NA,1|1>1|2,1|2>1|3,1|1>1|3,NA
split_reference,split-ref_ditrans_dobj,AnaGym Team,4,3,1,3,The CEO assigned Margaret an assistant. They both went to Yale.,Margaret assigned the CEO an assistant. They both went to Yale.,The CEO hired Margaret. They both went to Yale.,NA,The one who didn’t go to Yale is …,"The CEO didn't go to Yale, though.",NA,NA,NA,1|1>1|2,1|2>1|3,1|1>1|3,NA
split_reference,split-ref_amalg_with,AnaGym Team,5,3,1,3,Seth confused Lilly with Alexis. They both have red hair.,Lilly confused Seth with Alexis. They both have red hair.,Seth has something in common with Lilly. They both have red hair.,NA,The one who doesn’t have red hair is …,"Seth doesn't have red hair, though.",NA,NA,NA,1|1>1|2,1|2>1|3,1|1>1|3,NA
split_reference,split-ref_ditrans_to,Claude Sonnet 4.5,1,3,2,3,Marcus introduced Elena to David at the conference. They both speak fluent German.,Elena introduced Marcus to David at the conference. They both speak fluent German.,Marcus knows Elena well. They both speak fluent German.,N/A,The one who doesn't speak German is ...,"Marcus doesn't speak German, though.","Elena doesn't speak German, though.",N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,Claude Sonnet 4.5,2,3,2,3,Sarah recommended Thomas to the hiring manager. They both have MBA degrees.,Thomas recommended Sarah to the hiring manager. They both have MBA degrees.,Sarah endorsed Thomas for the position. They both have MBA degrees.,N/A,The one who doesn't have an MBA is ...,"Sarah doesn't have an MBA, though.","Thomas doesn't have an MBA, though.",N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,Claude Sonnet 4.5,4,3,2,3,Dr. Chen referred Patricia to the specialist. They both trained in cardiology.,Patricia referred Dr. Chen to the specialist. They both trained in cardiology.,Dr. Chen consulted with Patricia. They both trained in cardiology.,N/A,The one who didn't train in cardiology is ...,"Dr. Chen didn't train in cardiology, though.","Patricia didn't train in cardiology, though.",N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,1,3,2,4,Yusuf presented Omar as a student to Nour after class. They both looked relieved.,Omar presented Yusuf as a student to Nour after class. They both looked relieved.,Yusuf presented Omar as a student after class. They both looked relieved.,N/A,N/A,He later asked Nour to contact Omar.,He later asked Nour to contact Yusuf.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,2,3,2,4,Clara recommended Nabil as a neighbor to Milan at the market. They both seemed calm.,Nabil recommended Clara as a neighbor to Milan at the market. They both seemed calm.,Clara recommended Nabil as a neighbor at the market. They both seemed calm.,N/A,N/A,She later asked Milan to contact Nabil.,He later asked Milan to contact Clara.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,3,3,2,4,Lea introduced Hassan as a coach to Elena on Tuesday. They both appeared curious.,Hassan introduced Lea as a coach to Elena on Tuesday. They both appeared curious.,Lea introduced Hassan as a coach on Tuesday. They both appeared curious.,N/A,N/A,She later asked Elena to contact Hassan.,He later asked Elena to contact Lea.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,6,3,2,4,Rana suggested Matteo as a volunteer to Rami at the station. They both seemed distracted.,Matteo suggested Rana as a volunteer to Rami at the station. They both seemed distracted.,Rana suggested Matteo as a volunteer at the station. They both seemed distracted.,N/A,N/A,She later asked Rami to contact Matteo.,He later asked Rami to contact Rana.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,8,3,2,4,Jonas reported Mia as an intern to Karim after the meeting. They both looked confident.,Mia reported Jonas as an intern to Karim after the meeting. They both looked confident.,Jonas reported Mia as an intern after the meeting. They both looked confident.,N/A,N/A,He later asked Karim to contact Mia.,She later asked Karim to contact Jonas.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,9,3,2,4,Sofia mentioned Adel as a photographer to Lina in the library. They both looked unsure.,Adel mentioned Sofia as a photographer to Lina in the library. They both looked unsure.,Sofia mentioned Adel as a photographer in the library. They both looked unsure.,N/A,N/A,She later asked Lina to contact Adel.,He later asked Lina to contact Sofia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,10,3,2,4,Noah described Jana as a researcher to Tariq after class. They both appeared focused.,Jana described Noah as a researcher to Tariq after class. They both appeared focused.,Noah described Jana as a researcher after class. They both appeared focused.,N/A,N/A,He later asked Tariq to contact Jana.,She later asked Tariq to contact Noah.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,11,3,2,4,Maha texted Elias as a designer to Nour at the café. They both seemed thoughtful.,Elias texted Maha as a designer to Nour at the café. They both seemed thoughtful.,Maha texted Elias as a designer at the café. They both seemed thoughtful.,N/A,N/A,She later asked Nour to contact Elias.,He later asked Nour to contact Maha.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,12,3,2,4,Karim suggested Hannah as a chef to Samir on Monday. They both looked tired.,Hannah suggested Karim as a chef to Samir on Monday. They both looked tired.,Karim suggested Hannah as a chef on Monday. They both looked tired.,N/A,N/A,He later asked Samir to contact Hannah.,She later asked Samir to contact Karim.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,13,3,2,4,Elena presented Felix as a musician to Dalia at the clinic. They both appeared nervous.,Felix presented Elena as a musician to Dalia at the clinic. They both appeared nervous.,Elena presented Felix as a musician at the clinic. They both appeared nervous.,N/A,N/A,She later asked Dalia to contact Felix.,He later asked Dalia to contact Elena.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,14,3,2,4,Omar recommended Nina as a writer to Luca during rehearsal. They both looked relieved.,Nina recommended Omar as a writer to Luca during rehearsal. They both looked relieved.,Omar recommended Nina as a writer during rehearsal. They both looked relieved.,N/A,N/A,He later asked Luca to contact Nina.,She later asked Luca to contact Omar.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,15,3,2,4,Clara mentioned Rami as a coach to Emma in the hallway. They both seemed impatient.,Rami mentioned Clara as a coach to Emma in the hallway. They both seemed impatient.,Clara mentioned Rami as a coach in the hallway. They both seemed impatient.,N/A,N/A,She later asked Emma to contact Rami.,He later asked Emma to contact Clara.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_to,GPT-5.2 Thinking,18,3,2,4,Lina described Yusuf as a colleague to Jonas outside the office. They both appeared focused.,Yusuf described Lina as a colleague to Jonas outside the office. They both appeared focused.,Lina described Yusuf as a colleague outside the office. They both appeared focused.,N/A,N/A,She later asked Jonas to contact Yusuf.,He later asked Jonas to contact Lina.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
