model_source,condition,sub_cond,item,test_name,test_definition,LLH_left,LLH_right,logOdds,test_passed
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,1,test_1,1|1>1|2,-1.5234375,-1.5625,0.0390625,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,1,test_2,2|2>2|1,-1.484375,-1.546875,0.0625,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,2,test_1,1|1>1|2,-1.453125,-1.28125,-0.171875,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,2,test_2,2|2>2|1,-1.84375,-1.7265625,-0.1171875,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,3,test_1,1|1>1|2,-1.0625,-1.0546875,-0.0078125,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,3,test_2,2|2>2|1,-0.86328125,-0.8515625,-0.01171875,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,4,test_1,1|1>1|2,-1.453125,-1.515625,0.0625,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,4,test_2,2|2>2|1,-1.40625,-1.34375,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,6,test_1,1|1>1|2,-1.0234375,-1.1328125,0.109375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,6,test_2,2|2>2|1,-1.125,-1.21875,0.09375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,8,test_1,1|1>1|2,-2.40625,-2.375,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,8,test_2,2|2>2|1,-2.34375,-2.53125,0.1875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,9,test_1,1|1>1|2,-1.3828125,-1.7578125,0.375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,9,test_2,2|2>2|1,-1.3046875,-1.4921875,0.1875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,12,test_1,1|1>1|2,-1.375,-1.21875,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,12,test_2,2|2>2|1,-1.15625,-1.34375,0.1875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,13,test_1,1|1>1|2,-2.515625,-1.5625,-0.953125,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,13,test_2,2|2>2|1,-1.5234375,-1.90625,0.3828125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,14,test_1,1|1>1|2,-1.3359375,-1.2265625,-0.109375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,14,test_2,2|2>2|1,-1.2578125,-1.3671875,0.109375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,15,test_1,1|1>1|2,-0.8046875,-0.7890625,-0.015625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,15,test_2,2|2>2|1,-0.8671875,-0.95703125,0.08984375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,16,test_1,1|1>1|2,-1.2578125,-1.28125,0.0234375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,16,test_2,2|2>2|1,-1.03125,-1.1484375,0.1171875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,17,test_1,1|1>1|2,-1.1796875,-0.87109375,-0.30859375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,17,test_2,2|2>2|1,-1.03125,-1.4453125,0.4140625,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,18,test_1,1|1>1|2,-1.390625,-1.5,0.109375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,18,test_2,2|2>2|1,-1.515625,-1.46875,-0.046875,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,19,test_1,1|1>1|2,-1.234375,-1.5078125,0.2734375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,19,test_2,2|2>2|1,-1.3203125,-1.3984375,0.078125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,20,test_1,1|1>1|2,-1.234375,-1.3828125,0.1484375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,20,test_2,2|2>2|1,-1.109375,-1.1640625,0.0546875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,21,test_1,1|1>1|2,-1.0703125,-1.1953125,0.125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,21,test_2,2|2>2|1,-1.15625,-1.203125,0.046875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,22,test_1,1|1>1|2,-1.25,-1.0546875,-0.1953125,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,22,test_2,2|2>2|1,-1.1953125,-1.4140625,0.21875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,24,test_1,1|1>1|2,-1.4921875,-1.421875,-0.0703125,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,24,test_2,2|2>2|1,-1.3671875,-1.578125,0.2109375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,25,test_1,1|1>1|2,-1.125,-1.2734375,0.1484375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,25,test_2,2|2>2|1,-1.171875,-1.421875,0.25,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,26,test_1,1|1>1|2,-1.21875,-1.4453125,0.2265625,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,26,test_2,2|2>2|1,-1.0859375,-0.984375,-0.1015625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,27,test_1,1|1>1|2,-1.2578125,-1.1640625,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,27,test_2,2|2>2|1,-0.8984375,-0.86328125,-0.03515625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,28,test_1,1|1>1|2,-2.015625,-1.6015625,-0.4140625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,28,test_2,2|2>2|1,-1.546875,-1.5,-0.046875,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,29,test_1,1|1>1|2,-1.2265625,-1.140625,-0.0859375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,29,test_2,2|2>2|1,-0.9296875,-1.1875,0.2578125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,30,test_1,1|1>1|2,-1.28125,-1.125,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,30,test_2,2|2>2|1,-1.390625,-1.5,0.109375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,31,test_1,1|1>1|2,-2.171875,-2.078125,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,31,test_2,2|2>2|1,-1.828125,-1.9609375,0.1328125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,32,test_1,1|1>1|2,-1.6484375,-1.53125,-0.1171875,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,32,test_2,2|2>2|1,-1.3671875,-1.3515625,-0.015625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,33,test_1,1|1>1|2,-1.8125,-1.5703125,-0.2421875,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,33,test_2,2|2>2|1,-1.5,-1.40625,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,34,test_1,1|1>1|2,-1.1796875,-1.2890625,0.109375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,34,test_2,2|2>2|1,-1.5,-1.53125,0.03125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,35,test_1,1|1>1|2,-2.28125,-2.21875,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,35,test_2,2|2>2|1,-1.4921875,-1.59375,0.1015625,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,36,test_1,1|1>1|2,-1.0859375,-1.2890625,0.203125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,36,test_2,2|2>2|1,-1.2578125,-1.109375,-0.1484375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,37,test_1,1|1>1|2,-1.9609375,-1.6875,-0.2734375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,37,test_2,2|2>2|1,-1.984375,-2.03125,0.046875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,39,test_1,1|1>1|2,-2.140625,-2.171875,0.03125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,39,test_2,2|2>2|1,-2.109375,-2.328125,0.21875,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,40,test_1,1|1>1|2,-1.015625,-1.0546875,0.0390625,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,40,test_2,2|2>2|1,-1.2421875,-1.09375,-0.1484375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,41,test_1,1|1>1|2,-1.46875,-1.4296875,-0.0390625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,41,test_2,2|2>2|1,-1.25,-1.3984375,0.1484375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,42,test_1,1|1>1|2,-1.1875,-1.3828125,0.1953125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,42,test_2,2|2>2|1,-1.234375,-1.4453125,0.2109375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,43,test_1,1|1>1|2,-1.4375,-1.3359375,-0.1015625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,43,test_2,2|2>2|1,-1.5078125,-1.765625,0.2578125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,44,test_1,1|1>1|2,-1.1953125,-1.28125,0.0859375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,44,test_2,2|2>2|1,-1.0546875,-1.34375,0.2890625,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,45,test_1,1|1>1|2,-1.296875,-1.2734375,-0.0234375,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,45,test_2,2|2>2|1,-0.99609375,-1.3046875,0.30859375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,46,test_1,1|1>1|2,-1.09375,-1.1640625,0.0703125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,46,test_2,2|2>2|1,-1.9453125,-1.53125,-0.4140625,False
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,49,test_1,1|1>1|2,-1.15625,-1.390625,0.234375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,49,test_2,2|2>2|1,-1.359375,-1.484375,0.125,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,50,test_1,1|1>1|2,-1.359375,-1.453125,0.09375,True
Qwen/Qwen2.5-3B-Instruct,events,events_narr_explicit,50,test_2,2|2>2|1,-1.25,-1.21875,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,1,test_1,1|1>1|2,-2.734375,-2.34375,-0.390625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,1,test_2,1|2>1|3,-2.34375,-2.234375,-0.109375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,1,test_3,1|1>1|3,-2.734375,-2.234375,-0.5,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,2,test_1,1|1>1|2,-1.890625,-1.703125,-0.1875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,2,test_2,1|2>1|3,-1.703125,-1.96875,0.265625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,2,test_3,1|1>1|3,-1.890625,-1.96875,0.078125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_joint_and,3,test_1,1|1>1|2,-2.0625,-2.90625,0.84375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_joint_and,3,test_2,1|2>1|3,-2.90625,-2.09375,-0.8125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_joint_and,3,test_3,1|1>1|3,-2.0625,-2.09375,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,4,test_1,1|1>1|2,-1.6015625,-1.359375,-0.2421875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,4,test_2,1|2>1|3,-1.359375,-1.4140625,0.0546875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,4,test_3,1|1>1|3,-1.6015625,-1.4140625,-0.1875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_amalg_with,5,test_1,1|1>1|2,-1.6796875,-1.6171875,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_amalg_with,5,test_2,1|2>1|3,-1.6171875,-1.59375,-0.0234375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_amalg_with,5,test_3,1|1>1|3,-1.6796875,-1.59375,-0.0859375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,1,test_1,1|1>1|2,-2.15625,-2.1875,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,1,test_2,1|1>1|3,-2.15625,-2.0625,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,1,test_3,2|1>2|2,-2.421875,-2.0625,-0.359375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,2,test_1,1|1>1|2,-2.09375,-1.890625,-0.203125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,2,test_2,1|1>1|3,-2.09375,-2.125,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,2,test_3,2|1>2|2,-2.140625,-2.15625,0.015625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,4,test_1,1|1>1|2,-1.7734375,-1.8046875,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,4,test_2,1|1>1|3,-1.7734375,-2.015625,0.2421875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,4,test_3,2|1>2|2,-1.9765625,-1.65625,-0.3203125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,21,test_1,1|1>1|2,-2.765625,-2.828125,0.0625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,21,test_2,1|1>1|3,-2.765625,-3.953125,1.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,21,test_3,2|1>2|2,-3.03125,-2.84375,-0.1875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,21,test_4,2|1>2|3,-3.03125,-4.15625,1.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,30,test_1,1|1>1|2,-2.734375,-2.734375,0.0,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,30,test_2,1|1>1|3,-2.734375,-4.0625,1.328125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,30,test_3,2|1>2|2,-3.140625,-3.109375,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,30,test_4,2|1>2|3,-3.140625,-4.6875,1.546875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,41,test_1,1|1>1|2,-2.53125,-2.78125,0.25,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,41,test_2,1|1>1|3,-2.53125,-4.0625,1.53125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,41,test_3,2|1>2|2,-3.59375,-3.125,-0.46875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,41,test_4,2|1>2|3,-3.59375,-4.96875,1.375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,47,test_1,1|1>1|2,-2.609375,-2.953125,0.34375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,47,test_2,1|1>1|3,-2.609375,-3.78125,1.171875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,47,test_3,2|1>2|2,-3.25,-2.953125,-0.296875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_to,47,test_4,2|1>2|3,-3.25,-4.65625,1.40625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,3,test_1,1|1>1|2,-4.28125,-4.21875,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,3,test_2,1|1>1|3,-4.28125,-4.15625,-0.125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,3,test_3,2|1>2|2,-4.34375,-4.1875,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,3,test_4,2|1>2|3,-4.34375,-4.4375,0.09375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,9,test_1,1|1>1|2,-3.5,-3.453125,-0.046875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,9,test_2,1|1>1|3,-3.5,-3.453125,-0.046875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,9,test_3,2|1>2|2,-3.296875,-3.625,0.328125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,9,test_4,2|1>2|3,-3.296875,-3.140625,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,11,test_1,1|1>1|2,-3.375,-3.65625,0.28125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,11,test_2,1|1>1|3,-3.375,-3.21875,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,11,test_3,2|1>2|2,-3.625,-3.703125,0.078125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,11,test_4,2|1>2|3,-3.625,-3.15625,-0.46875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,17,test_1,1|1>1|2,-5.375,-5.1875,-0.1875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,17,test_2,1|1>1|3,-5.375,-5.25,-0.125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,17,test_3,2|1>2|2,-5.75,-5.34375,-0.40625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,17,test_4,2|1>2|3,-5.75,-5.5625,-0.1875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,18,test_1,1|1>1|2,-4.5,-4.1875,-0.3125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,18,test_2,1|1>1|3,-4.5,-3.953125,-0.546875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,18,test_3,2|1>2|2,-4.5,-4.1875,-0.3125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,18,test_4,2|1>2|3,-4.5,-3.953125,-0.546875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,19,test_1,1|1>1|2,-3.296875,-3.578125,0.28125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,19,test_2,1|1>1|3,-3.296875,-2.96875,-0.328125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,19,test_3,2|1>2|2,-3.5,-3.828125,0.328125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,19,test_4,2|1>2|3,-3.5,-3.015625,-0.484375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,20,test_1,1|1>1|2,-3.375,-3.453125,0.078125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,20,test_2,1|1>1|3,-3.375,-3.5,0.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,20,test_3,2|1>2|2,-3.53125,-3.46875,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,20,test_4,2|1>2|3,-3.53125,-3.65625,0.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,21,test_1,1|1>1|2,-6.25,-5.90625,-0.34375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,21,test_2,1|1>1|3,-6.25,-6.4375,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,21,test_3,2|1>2|2,-6.25,-5.90625,-0.34375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,21,test_4,2|1>2|3,-6.25,-6.4375,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,22,test_1,1|1>1|2,-3.984375,-3.96875,-0.015625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,22,test_2,1|1>1|3,-3.984375,-4.0,0.015625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,22,test_3,2|1>2|2,-3.578125,-3.59375,0.015625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,22,test_4,2|1>2|3,-3.578125,-3.828125,0.25,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,25,test_1,1|1>1|2,-3.15625,-3.015625,-0.140625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,25,test_2,1|1>1|3,-3.15625,-2.90625,-0.25,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,25,test_3,2|1>2|2,-3.203125,-3.03125,-0.171875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,25,test_4,2|1>2|3,-3.203125,-2.984375,-0.21875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,1,test_1,1|1>1|2,-2.875,-2.84375,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,1,test_2,1|1>1|3,-2.875,-3.875,1.0,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,1,test_3,2|1>2|2,-2.609375,-3.171875,0.5625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_ditrans_dobj,1,test_4,2|1>2|3,-2.609375,-3.296875,0.6875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,1,test_1,1|1>1|2,-2.734375,-2.65625,-0.078125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,1,test_2,1|1>1|3,-2.734375,-2.1875,-0.546875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,1,test_3,2|1>2|2,-2.765625,-3.078125,0.3125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,1,test_4,2|1>2|3,-2.765625,-1.96875,-0.796875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,2,test_1,1|1>1|2,-2.59375,-2.53125,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,2,test_2,1|1>1|3,-2.59375,-3.078125,0.484375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,2,test_3,2|1>2|2,-2.953125,-2.21875,-0.734375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,2,test_4,2|1>2|3,-2.953125,-3.25,0.296875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,3,test_1,1|1>1|2,-5.28125,-4.53125,-0.75,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,3,test_2,1|1>1|3,-5.28125,-5.21875,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,3,test_3,2|1>2|2,-4.6875,-5.03125,0.34375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,3,test_4,2|1>2|3,-4.6875,-4.46875,-0.21875,False
