model_source,condition,sub_cond,item,test_name,test_definition,LLH_left,LLH_right,logOdds,test_passed
gpt2,events,events_narr_explicit,1,test_2,2|2>2|1,-4.291945457458496,-4.4671101570129395,0.17516469955444336,True
gpt2,events,events_narr_explicit,2,test_1,1|1>1|2,-3.67171311378479,-3.8201751708984375,0.14846205711364746,True
gpt2,events,events_narr_explicit,2,test_2,2|2>2|1,-3.9624714851379395,-3.9619617462158203,-0.0005097389221191406,False
gpt2,events,events_narr_explicit,3,test_1,1|1>1|2,-2.813610315322876,-2.9598498344421387,0.1462395191192627,True
gpt2,events,events_narr_explicit,3,test_2,2|2>2|1,-2.588576555252075,-2.6036009788513184,0.015024423599243164,True
gpt2,events,events_narr_explicit,4,test_1,1|1>1|2,-4.099598407745361,-4.106381416320801,0.006783008575439453,True
gpt2,events,events_narr_explicit,4,test_2,2|2>2|1,-4.38788366317749,-4.538473606109619,0.1505899429321289,True
gpt2,events,events_narr_explicit,6,test_1,1|1>1|2,-3.2092318534851074,-3.2971484661102295,0.08791661262512207,True
gpt2,events,events_narr_explicit,6,test_2,2|2>2|1,-2.9487032890319824,-3.1086816787719727,0.15997838973999023,True
gpt2,events,events_narr_explicit,8,test_1,1|1>1|2,-3.553976058959961,-3.6456189155578613,0.09164285659790039,True
gpt2,events,events_narr_explicit,8,test_2,2|2>2|1,-3.3192687034606934,-3.455530881881714,0.1362621784210205,True
gpt2,events,events_narr_explicit,9,test_1,1|1>1|2,-3.1024861335754395,-3.4253580570220947,0.3228719234466553,True
gpt2,events,events_narr_explicit,9,test_2,2|2>2|1,-2.7693378925323486,-2.7517943382263184,-0.017543554306030273,False
gpt2,events,events_narr_explicit,12,test_1,1|1>1|2,-3.0409584045410156,-3.1071271896362305,0.06616878509521484,True
gpt2,events,events_narr_explicit,12,test_2,2|2>2|1,-3.2028303146362305,-3.3362224102020264,0.1333920955657959,True
gpt2,events,events_narr_explicit,13,test_1,1|1>1|2,-4.137216091156006,-4.21068811416626,0.0734720230102539,True
gpt2,events,events_narr_explicit,13,test_2,2|2>2|1,-4.058948516845703,-3.9794564247131348,-0.07949209213256836,False
gpt2,events,events_narr_explicit,14,test_1,1|1>1|2,-4.398580551147461,-4.680216312408447,0.28163576126098633,True
gpt2,events,events_narr_explicit,14,test_2,2|2>2|1,-4.4275312423706055,-4.466421604156494,0.03889036178588867,True
gpt2,events,events_narr_explicit,15,test_1,1|1>1|2,-2.4915599822998047,-2.489928722381592,-0.0016312599182128906,False
gpt2,events,events_narr_explicit,15,test_2,2|2>2|1,-2.732067108154297,-2.8450512886047363,0.11298418045043945,True
gpt2,events,events_narr_explicit,16,test_1,1|1>1|2,-3.7791507244110107,-3.720337390899658,-0.05881333351135254,False
gpt2,events,events_narr_explicit,16,test_2,2|2>2|1,-2.77652645111084,-2.907968521118164,0.13144207000732422,True
gpt2,events,events_narr_explicit,17,test_1,1|1>1|2,-3.4848592281341553,-3.5583932399749756,0.07353401184082031,True
gpt2,events,events_narr_explicit,17,test_2,2|2>2|1,-3.4916703701019287,-3.5946366786956787,0.10296630859375,True
gpt2,events,events_narr_explicit,18,test_1,1|1>1|2,-3.5273525714874268,-3.9367706775665283,0.40941810607910156,True
gpt2,events,events_narr_explicit,18,test_2,2|2>2|1,-3.5815138816833496,-3.7885582447052,0.20704436302185059,True
gpt2,events,events_narr_explicit,19,test_1,1|1>1|2,-3.563307285308838,-3.788140058517456,0.22483277320861816,True
gpt2,events,events_narr_explicit,19,test_2,2|2>2|1,-4.158504009246826,-4.260347366333008,0.10184335708618164,True
gpt2,events,events_narr_explicit,20,test_1,1|1>1|2,-2.9200334548950195,-2.9362189769744873,0.016185522079467773,True
gpt2,events,events_narr_explicit,20,test_2,2|2>2|1,-2.69978404045105,-2.8391828536987305,0.13939881324768066,True
gpt2,events,events_narr_explicit,21,test_1,1|1>1|2,-2.779435873031616,-3.0471510887145996,0.2677152156829834,True
gpt2,events,events_narr_explicit,21,test_2,2|2>2|1,-3.0541343688964844,-3.190535068511963,0.13640069961547852,True
gpt2,events,events_narr_explicit,22,test_1,1|1>1|2,-3.703341007232666,-3.6702096462249756,-0.03313136100769043,False
gpt2,events,events_narr_explicit,22,test_2,2|2>2|1,-4.014336109161377,-3.9399423599243164,-0.07439374923706055,False
gpt2,events,events_narr_explicit,24,test_1,1|1>1|2,-3.172452926635742,-3.4759106636047363,0.30345773696899414,True
gpt2,events,events_narr_explicit,24,test_2,2|2>2|1,-2.6960391998291016,-2.9053456783294678,0.2093064785003662,True
gpt2,events,events_narr_explicit,25,test_1,1|1>1|2,-3.1482350826263428,-3.435795545578003,0.28756046295166016,True
gpt2,events,events_narr_explicit,25,test_2,2|2>2|1,-3.315159797668457,-3.261225938796997,-0.05393385887145996,False
gpt2,events,events_narr_explicit,26,test_1,1|1>1|2,-2.9745776653289795,-3.0331506729125977,0.058573007583618164,True
gpt2,events,events_narr_explicit,26,test_2,2|2>2|1,-2.7869181632995605,-2.9252302646636963,0.13831210136413574,True
gpt2,events,events_narr_explicit,27,test_1,1|1>1|2,-3.530651569366455,-3.678699493408203,0.14804792404174805,True
gpt2,events,events_narr_explicit,27,test_2,2|2>2|1,-2.5100226402282715,-2.765230655670166,0.25520801544189453,True
gpt2,events,events_narr_explicit,28,test_1,1|1>1|2,-4.678962707519531,-4.558159828186035,-0.1208028793334961,False
gpt2,events,events_narr_explicit,28,test_2,2|2>2|1,-3.8869576454162598,-4.061254501342773,0.17429685592651367,True
gpt2,events,events_narr_explicit,29,test_1,1|1>1|2,-3.228827714920044,-3.2918052673339844,0.06297755241394043,True
gpt2,events,events_narr_explicit,29,test_2,2|2>2|1,-3.6447346210479736,-3.6947474479675293,0.050012826919555664,True
gpt2,events,events_narr_explicit,30,test_1,1|1>1|2,-3.285958766937256,-3.3828887939453125,0.09693002700805664,True
gpt2,events,events_narr_explicit,30,test_2,2|2>2|1,-3.404867649078369,-3.612412214279175,0.20754456520080566,True
gpt2,events,events_narr_explicit,31,test_1,1|1>1|2,-4.4304022789001465,-4.468836784362793,0.038434505462646484,True
gpt2,events,events_narr_explicit,31,test_2,2|2>2|1,-3.61008620262146,-3.6498401165008545,0.03975391387939453,True
gpt2,events,events_narr_explicit,32,test_1,1|1>1|2,-4.378226280212402,-4.466785430908203,0.08855915069580078,True
gpt2,events,events_narr_explicit,32,test_2,2|2>2|1,-3.9066965579986572,-4.212841987609863,0.30614542961120605,True
gpt2,events,events_narr_explicit,33,test_1,1|1>1|2,-3.617669105529785,-3.7940826416015625,0.17641353607177734,True
gpt2,events,events_narr_explicit,33,test_2,2|2>2|1,-3.5228400230407715,-3.4378833770751953,-0.08495664596557617,False
gpt2,events,events_narr_explicit,34,test_1,1|1>1|2,-3.1194357872009277,-3.187228202819824,0.06779241561889648,True
gpt2,events,events_narr_explicit,34,test_2,2|2>2|1,-3.6342551708221436,-3.6044275760650635,-0.029827594757080078,False
gpt2,events,events_narr_explicit,35,test_1,1|1>1|2,-5.018334865570068,-5.079422950744629,0.06108808517456055,True
gpt2,events,events_narr_explicit,35,test_2,2|2>2|1,-3.898265838623047,-4.01596736907959,0.11770153045654297,True
gpt2,events,events_narr_explicit,36,test_1,1|1>1|2,-2.766523838043213,-2.9488930702209473,0.18236923217773438,True
gpt2,events,events_narr_explicit,36,test_2,2|2>2|1,-2.848956823348999,-2.9949216842651367,0.1459648609161377,True
gpt2,events,events_narr_explicit,37,test_1,1|1>1|2,-3.6049728393554688,-4.104281425476074,0.49930858612060547,True
gpt2,events,events_narr_explicit,37,test_2,2|2>2|1,-4.301371097564697,-3.9898977279663086,-0.31147336959838867,False
gpt2,events,events_narr_explicit,39,test_1,1|1>1|2,-2.9897711277008057,-3.0355277061462402,0.04575657844543457,True
gpt2,events,events_narr_explicit,39,test_2,2|2>2|1,-3.036621332168579,-3.203566789627075,0.1669454574584961,True
gpt2,events,events_narr_explicit,40,test_1,1|1>1|2,-3.0693602561950684,-3.2633512020111084,0.19399094581604004,True
gpt2,events,events_narr_explicit,40,test_2,2|2>2|1,-3.4541146755218506,-3.365199089050293,-0.08891558647155762,False
gpt2,events,events_narr_explicit,41,test_1,1|1>1|2,-3.989600419998169,-4.007905006408691,0.01830458641052246,True
gpt2,events,events_narr_explicit,41,test_2,2|2>2|1,-3.566175937652588,-3.7719385623931885,0.20576262474060059,True
gpt2,events,events_narr_explicit,42,test_1,1|1>1|2,-3.2486298084259033,-3.4146881103515625,0.16605830192565918,True
gpt2,events,events_narr_explicit,42,test_2,2|2>2|1,-3.021724224090576,-3.102358102798462,0.08063387870788574,True
gpt2,events,events_narr_explicit,43,test_1,1|1>1|2,-3.862414836883545,-4.134371757507324,0.2719569206237793,True
gpt2,events,events_narr_explicit,43,test_2,2|2>2|1,-4.307100296020508,-4.39317512512207,0.0860748291015625,True
gpt2,events,events_narr_explicit,44,test_1,1|1>1|2,-3.667473077774048,-3.7636377811431885,0.09616470336914062,True
gpt2,events,events_narr_explicit,44,test_2,2|2>2|1,-4.114990234375,-4.204616069793701,0.08962583541870117,True
gpt2,events,events_narr_explicit,45,test_1,1|1>1|2,-2.691131830215454,-2.8937644958496094,0.20263266563415527,True
gpt2,events,events_narr_explicit,45,test_2,2|2>2|1,-2.4088079929351807,-2.5106430053710938,0.10183501243591309,True
gpt2,events,events_narr_explicit,46,test_1,1|1>1|2,-4.382756233215332,-4.288365840911865,-0.0943903923034668,False
gpt2,events,events_narr_explicit,46,test_2,2|2>2|1,-4.412417411804199,-4.339196681976318,-0.07322072982788086,False
gpt2,events,events_narr_explicit,49,test_1,1|1>1|2,-4.614540100097656,-4.6103692054748535,-0.004170894622802734,False
gpt2,events,events_narr_explicit,49,test_2,2|2>2|1,-4.465355396270752,-4.650144100189209,0.18478870391845703,True
gpt2,events,events_narr_explicit,50,test_1,1|1>1|2,-3.8979270458221436,-3.967730760574341,0.06980371475219727,True
gpt2,events,events_narr_explicit,50,test_2,2|2>2|1,-4.0105509757995605,-3.995659589767456,-0.014891386032104492,False
gpt2,split_reference,split-ref_ditrans_to,1,test_1,1|1>1|2,-5.970545291900635,-5.182139873504639,-0.7884054183959961,False
gpt2,split_reference,split-ref_ditrans_to,1,test_2,1|2>1|3,-5.182139873504639,-5.624475002288818,0.4423351287841797,True
gpt2,split_reference,split-ref_ditrans_to,1,test_3,1|1>1|3,-5.970545291900635,-5.624475002288818,-0.3460702896118164,False
gpt2,split_reference,split-ref_percep_with,2,test_1,1|1>1|2,-3.1612305641174316,-2.847909688949585,-0.3133208751678467,False
gpt2,split_reference,split-ref_percep_with,2,test_2,1|2>1|3,-2.847909688949585,-3.0464422702789307,0.1985325813293457,True
gpt2,split_reference,split-ref_percep_with,2,test_3,1|1>1|3,-3.1612305641174316,-3.0464422702789307,-0.11478829383850098,False
gpt2,split_reference,split-ref_joint_and,3,test_1,1|1>1|2,-2.5634701251983643,-2.5307161808013916,-0.032753944396972656,False
gpt2,split_reference,split-ref_joint_and,3,test_2,1|2>1|3,-2.5307161808013916,-2.5236830711364746,-0.007033109664916992,False
gpt2,split_reference,split-ref_joint_and,3,test_3,1|1>1|3,-2.5634701251983643,-2.5236830711364746,-0.03978705406188965,False
gpt2,split_reference,split-ref_ditrans_dobj,4,test_1,1|1>1|2,-2.8713796138763428,-2.876537561416626,0.005157947540283203,True
gpt2,split_reference,split-ref_ditrans_dobj,4,test_2,1|2>1|3,-2.876537561416626,-2.7326464653015137,-0.1438910961151123,False
gpt2,split_reference,split-ref_ditrans_dobj,4,test_3,1|1>1|3,-2.8713796138763428,-2.7326464653015137,-0.1387331485748291,False
gpt2,split_reference,split-ref_amalg_with,5,test_1,1|1>1|2,-2.672774314880371,-2.5479955673217773,-0.12477874755859375,False
gpt2,split_reference,split-ref_amalg_with,5,test_2,1|2>1|3,-2.5479955673217773,-2.2857484817504883,-0.26224708557128906,False
gpt2,split_reference,split-ref_amalg_with,5,test_3,1|1>1|3,-2.672774314880371,-2.2857484817504883,-0.3870258331298828,False
gpt2,split_reference,split-ref_ditrans_to,1,test_1,1|1>1|2,-4.279837608337402,-3.255641460418701,-1.0241961479187012,False
gpt2,split_reference,split-ref_ditrans_to,1,test_2,1|1>1|3,-4.279837608337402,-4.095382213592529,-0.18445539474487305,False
gpt2,split_reference,split-ref_ditrans_to,1,test_3,2|1>2|2,-3.20967435836792,-3.5432379245758057,0.33356356620788574,True
gpt2,split_reference,split-ref_ditrans_to,2,test_1,1|1>1|2,-3.632685661315918,-2.9710302352905273,-0.6616554260253906,False
gpt2,split_reference,split-ref_ditrans_to,2,test_2,1|1>1|3,-3.632685661315918,-3.5258312225341797,-0.10685443878173828,False
gpt2,split_reference,split-ref_ditrans_to,2,test_3,2|1>2|2,-2.7833335399627686,-3.5794546604156494,0.7961211204528809,True
gpt2,split_reference,split-ref_ditrans_to,4,test_1,1|1>1|2,-2.8770835399627686,-2.733854293823242,-0.14322924613952637,False
gpt2,split_reference,split-ref_ditrans_to,4,test_2,1|1>1|3,-2.8770835399627686,-2.8102951049804688,-0.0667884349822998,False
gpt2,split_reference,split-ref_ditrans_to,4,test_3,2|1>2|2,-2.900420904159546,-3.128014326095581,0.22759342193603516,True
gpt2,split_reference,split-ref_ditrans_to,21,test_1,1|1>1|2,-4.075277805328369,-4.294537544250488,0.21925973892211914,True
gpt2,split_reference,split-ref_ditrans_to,21,test_2,1|1>1|3,-4.075277805328369,-4.646612167358398,0.5713343620300293,True
gpt2,split_reference,split-ref_ditrans_to,21,test_3,2|1>2|2,-4.5198540687561035,-3.9016520977020264,-0.6182019710540771,False
gpt2,split_reference,split-ref_ditrans_to,21,test_4,2|1>2|3,-4.5198540687561035,-5.185474395751953,0.6656203269958496,True
gpt2,split_reference,split-ref_ditrans_to,30,test_1,1|1>1|2,-3.5044028759002686,-3.720486879348755,0.21608400344848633,True
gpt2,split_reference,split-ref_ditrans_to,30,test_2,1|1>1|3,-3.5044028759002686,-4.561535835266113,1.0571329593658447,True
gpt2,split_reference,split-ref_ditrans_to,30,test_3,2|1>2|2,-4.393239974975586,-3.85894513130188,-0.534294843673706,False
gpt2,split_reference,split-ref_ditrans_to,30,test_4,2|1>2|3,-4.393239974975586,-5.60822057723999,1.2149806022644043,True
gpt2,split_reference,split-ref_ditrans_to,41,test_1,1|1>1|2,-3.811415433883667,-4.34084415435791,0.5294287204742432,True
gpt2,split_reference,split-ref_ditrans_to,41,test_2,1|1>1|3,-3.811415433883667,-4.661893367767334,0.850477933883667,True
gpt2,split_reference,split-ref_ditrans_to,41,test_3,2|1>2|2,-4.662905693054199,-4.541449546813965,-0.12145614624023438,False
gpt2,split_reference,split-ref_ditrans_to,41,test_4,2|1>2|3,-4.662905693054199,-5.647794723510742,0.984889030456543,True
gpt2,split_reference,split-ref_ditrans_to,47,test_1,1|1>1|2,-3.737217426300049,-4.0574469566345215,0.32022953033447266,True
gpt2,split_reference,split-ref_ditrans_to,47,test_2,1|1>1|3,-3.737217426300049,-4.530576229095459,0.7933588027954102,True
gpt2,split_reference,split-ref_ditrans_to,47,test_3,2|1>2|2,-4.323241233825684,-4.069742202758789,-0.25349903106689453,False
gpt2,split_reference,split-ref_ditrans_to,47,test_4,2|1>2|3,-4.323241233825684,-5.19151496887207,0.8682737350463867,True
gpt2,split_reference,split-ref_ditrans_dobj,3,test_1,1|1>1|2,-4.5232367515563965,-4.350201606750488,-0.1730351448059082,False
gpt2,split_reference,split-ref_ditrans_dobj,3,test_2,1|1>1|3,-4.5232367515563965,-4.529465675354004,0.006228923797607422,True
gpt2,split_reference,split-ref_ditrans_dobj,3,test_3,2|1>2|2,-4.765428066253662,-4.516354560852051,-0.24907350540161133,False
gpt2,split_reference,split-ref_ditrans_dobj,3,test_4,2|1>2|3,-4.765428066253662,-4.757516384124756,-0.00791168212890625,False
gpt2,split_reference,split-ref_ditrans_dobj,9,test_1,1|1>1|2,-5.548377990722656,-5.380470275878906,-0.16790771484375,False
gpt2,split_reference,split-ref_ditrans_dobj,9,test_2,1|1>1|3,-5.548377990722656,-5.440803527832031,-0.107574462890625,False
gpt2,split_reference,split-ref_ditrans_dobj,9,test_3,2|1>2|2,-5.457627773284912,-5.310133457183838,-0.14749431610107422,False
gpt2,split_reference,split-ref_ditrans_dobj,9,test_4,2|1>2|3,-5.457627773284912,-5.353417873382568,-0.10420989990234375,False
gpt2,split_reference,split-ref_ditrans_dobj,11,test_1,1|1>1|2,-6.3543701171875,-6.119958400726318,-0.23441171646118164,False
gpt2,split_reference,split-ref_ditrans_dobj,11,test_2,1|1>1|3,-6.3543701171875,-6.326632022857666,-0.027738094329833984,False
gpt2,split_reference,split-ref_ditrans_dobj,11,test_3,2|1>2|2,-5.845848083496094,-5.74905252456665,-0.09679555892944336,False
gpt2,split_reference,split-ref_ditrans_dobj,11,test_4,2|1>2|3,-5.845848083496094,-5.805421829223633,-0.04042625427246094,False
gpt2,split_reference,split-ref_ditrans_dobj,17,test_1,1|1>1|2,-6.7592034339904785,-6.900793552398682,0.14159011840820312,True
gpt2,split_reference,split-ref_ditrans_dobj,17,test_2,1|1>1|3,-6.7592034339904785,-6.566849708557129,-0.1923537254333496,False
gpt2,split_reference,split-ref_ditrans_dobj,17,test_3,2|1>2|2,-6.62359619140625,-6.625344753265381,0.0017485618591308594,True
gpt2,split_reference,split-ref_ditrans_dobj,17,test_4,2|1>2|3,-6.62359619140625,-6.5582122802734375,-0.0653839111328125,False
gpt2,split_reference,split-ref_ditrans_dobj,18,test_1,1|1>1|2,-4.369298458099365,-4.472157955169678,0.1028594970703125,True
gpt2,split_reference,split-ref_ditrans_dobj,18,test_2,1|1>1|3,-4.369298458099365,-4.019481658935547,-0.34981679916381836,False
gpt2,split_reference,split-ref_ditrans_dobj,18,test_3,2|1>2|2,-4.369298458099365,-4.472157955169678,0.1028594970703125,True
gpt2,split_reference,split-ref_ditrans_dobj,18,test_4,2|1>2|3,-4.369298458099365,-4.019481658935547,-0.34981679916381836,False
gpt2,split_reference,split-ref_ditrans_dobj,19,test_1,1|1>1|2,-4.978779315948486,-4.961409091949463,-0.017370223999023438,False
gpt2,split_reference,split-ref_ditrans_dobj,19,test_2,1|1>1|3,-4.978779315948486,-5.05588960647583,0.07711029052734375,True
gpt2,split_reference,split-ref_ditrans_dobj,19,test_3,2|1>2|2,-5.082449436187744,-5.186392307281494,0.10394287109375,True
gpt2,split_reference,split-ref_ditrans_dobj,19,test_4,2|1>2|3,-5.082449436187744,-5.194719314575195,0.11226987838745117,True
gpt2,split_reference,split-ref_ditrans_dobj,20,test_1,1|1>1|2,-5.9564642906188965,-5.939988613128662,-0.016475677490234375,False
gpt2,split_reference,split-ref_ditrans_dobj,20,test_2,1|1>1|3,-5.9564642906188965,-5.725594997406006,-0.23086929321289062,False
gpt2,split_reference,split-ref_ditrans_dobj,20,test_3,2|1>2|2,-5.794090747833252,-5.872904300689697,0.07881355285644531,True
gpt2,split_reference,split-ref_ditrans_dobj,20,test_4,2|1>2|3,-5.794090747833252,-5.6114373207092285,-0.18265342712402344,False
gpt2,split_reference,split-ref_ditrans_dobj,21,test_1,1|1>1|2,-6.098310470581055,-6.154187202453613,0.055876731872558594,True
gpt2,split_reference,split-ref_ditrans_dobj,21,test_2,1|1>1|3,-6.098310470581055,-6.082786560058594,-0.015523910522460938,False
gpt2,split_reference,split-ref_ditrans_dobj,21,test_3,2|1>2|2,-6.098310470581055,-6.154187202453613,0.055876731872558594,True
gpt2,split_reference,split-ref_ditrans_dobj,21,test_4,2|1>2|3,-6.098310470581055,-6.082786560058594,-0.015523910522460938,False
gpt2,split_reference,split-ref_ditrans_dobj,22,test_1,1|1>1|2,-6.305455207824707,-6.42037296295166,0.11491775512695312,True
gpt2,split_reference,split-ref_ditrans_dobj,22,test_2,1|1>1|3,-6.305455207824707,-5.966310501098633,-0.3391447067260742,False
gpt2,split_reference,split-ref_ditrans_dobj,22,test_3,2|1>2|2,-6.402021884918213,-6.671246528625488,0.2692246437072754,True
gpt2,split_reference,split-ref_ditrans_dobj,22,test_4,2|1>2|3,-6.402021884918213,-6.301220417022705,-0.10080146789550781,False
gpt2,split_reference,split-ref_ditrans_dobj,25,test_1,1|1>1|2,-4.511105537414551,-4.681232452392578,0.17012691497802734,True
gpt2,split_reference,split-ref_ditrans_dobj,25,test_2,1|1>1|3,-4.511105537414551,-4.358866214752197,-0.15223932266235352,False
gpt2,split_reference,split-ref_ditrans_dobj,25,test_3,2|1>2|2,-4.758825778961182,-4.741580486297607,-0.01724529266357422,False
gpt2,split_reference,split-ref_ditrans_dobj,25,test_4,2|1>2|3,-4.758825778961182,-4.522440433502197,-0.23638534545898438,False
gpt2,split_reference,split-ref_ditrans_dobj,1,test_1,1|1>1|2,-4.561131477355957,-4.660984039306641,0.0998525619506836,True
gpt2,split_reference,split-ref_ditrans_dobj,1,test_2,1|1>1|3,-4.561131477355957,-5.113802909851074,0.5526714324951172,True
gpt2,split_reference,split-ref_ditrans_dobj,1,test_3,2|1>2|2,-4.310997486114502,-4.446187973022461,0.13519048690795898,True
gpt2,split_reference,split-ref_ditrans_dobj,1,test_4,2|1>2|3,-4.310997486114502,-4.562926292419434,0.25192880630493164,True
gpt2,split_reference,split-ref_percep_with,1,test_1,1|1>1|2,-5.112907409667969,-5.117382049560547,0.004474639892578125,True
gpt2,split_reference,split-ref_percep_with,1,test_2,1|1>1|3,-5.112907409667969,-5.160576820373535,0.047669410705566406,True
gpt2,split_reference,split-ref_percep_with,1,test_3,2|1>2|2,-5.107254981994629,-4.904701232910156,-0.20255374908447266,False
gpt2,split_reference,split-ref_percep_with,1,test_4,2|1>2|3,-5.107254981994629,-5.119812965393066,0.0125579833984375,True
gpt2,split_reference,split-ref_percep_with,2,test_1,1|1>1|2,-5.173784255981445,-5.104462623596191,-0.0693216323852539,False
gpt2,split_reference,split-ref_percep_with,2,test_2,1|1>1|3,-5.173784255981445,-5.1967878341674805,0.023003578186035156,True
gpt2,split_reference,split-ref_percep_with,2,test_3,2|1>2|2,-4.943655490875244,-5.333237648010254,0.38958215713500977,True
gpt2,split_reference,split-ref_percep_with,2,test_4,2|1>2|3,-4.943655490875244,-4.916651248931885,-0.027004241943359375,False
gpt2,split_reference,split-ref_percep_with,3,test_1,1|1>1|2,-6.929202079772949,-6.718863487243652,-0.21033859252929688,False
gpt2,split_reference,split-ref_percep_with,3,test_2,1|1>1|3,-6.929202079772949,-6.766857147216797,-0.16234493255615234,False
gpt2,split_reference,split-ref_percep_with,3,test_3,2|1>2|2,-6.695557594299316,-6.768368721008301,0.07281112670898438,True
gpt2,split_reference,split-ref_percep_with,3,test_4,2|1>2|3,-6.695557594299316,-6.518773078918457,-0.17678451538085938,False
gpt2,split_reference,split-ref_percep_with,4,test_1,1|1>1|2,-4.994537353515625,-5.081153869628906,0.08661651611328125,True
gpt2,split_reference,split-ref_percep_with,4,test_2,1|1>1|3,-4.994537353515625,-4.898818492889404,-0.0957188606262207,False
gpt2,split_reference,split-ref_percep_with,4,test_3,2|1>2|2,-5.194164752960205,-5.310171604156494,0.11600685119628906,True
gpt2,split_reference,split-ref_percep_with,4,test_4,2|1>2|3,-5.194164752960205,-5.1708269119262695,-0.023337841033935547,False
gpt2,split_reference,split-ref_percep_with,5,test_1,1|1>1|2,-5.812756538391113,-5.861025333404541,0.048268795013427734,True
gpt2,split_reference,split-ref_percep_with,5,test_2,1|1>1|3,-5.812756538391113,-5.807503700256348,-0.005252838134765625,False
gpt2,split_reference,split-ref_percep_with,5,test_3,2|1>2|2,-5.9677605628967285,-5.896512031555176,-0.07124853134155273,False
gpt2,split_reference,split-ref_percep_with,5,test_4,2|1>2|3,-5.9677605628967285,-5.96923828125,0.0014777183532714844,True
gpt2,split_reference,split-ref_percep_with,6,test_1,1|1>1|2,-6.702571868896484,-6.636891841888428,-0.06568002700805664,False
gpt2,split_reference,split-ref_percep_with,6,test_2,1|1>1|3,-6.702571868896484,-6.759532928466797,0.0569610595703125,True
gpt2,split_reference,split-ref_percep_with,6,test_3,2|1>2|2,-6.616478443145752,-6.676062107086182,0.05958366394042969,True
gpt2,split_reference,split-ref_percep_with,6,test_4,2|1>2|3,-6.616478443145752,-6.712650299072266,0.09617185592651367,True
gpt2,split_reference,split-ref_percep_with,7,test_1,1|1>1|2,-5.607247829437256,-5.619348049163818,0.0121002197265625,True
gpt2,split_reference,split-ref_percep_with,7,test_2,1|1>1|3,-5.607247829437256,-5.355095386505127,-0.2521524429321289,False
gpt2,split_reference,split-ref_percep_with,7,test_3,2|1>2|2,-5.6786370277404785,-5.619789123535156,-0.058847904205322266,False
gpt2,split_reference,split-ref_percep_with,7,test_4,2|1>2|3,-5.6786370277404785,-5.409060001373291,-0.2695770263671875,False
gpt2,split_reference,split-ref_percep_with,8,test_1,1|1>1|2,-4.132429599761963,-4.0813398361206055,-0.05108976364135742,False
gpt2,split_reference,split-ref_percep_with,8,test_2,1|1>1|3,-4.132429599761963,-4.056074619293213,-0.07635498046875,False
